"id","listing_url","scrape_id","last_scraped","source","name","picture_url","host_id","host_url","host_name","host_since","host_response_time","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_response_rate_in_percent","host_acceptance_rate_in_percent","price_per_person"
614885,"https://www.airbnb.com/rooms/614885",20240503175201,19846,"city scrape","Romantica Room in the Lavaux !","https://a0.muscache.com/pictures/7e025f46-c311-49e7-ab8f-8d386a913f66.jpg",2924373,"https://www.airbnb.com/users/show/2924373","Danièle",15534,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/408c33b3-c374-48c5-a2fc-db40179c5c20.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/408c33b3-c374-48c5-a2fc-db40179c5c20.jpg?aki_policy=profile_x_medium",10,14,TRUE,TRUE,"Bourg-en-Lavaux",46.49931,6.72631,"Private room in villa","Private room",1,"1 private bath",1,30,1125,30,30,1125,1125,30,1125,TRUE,8,38,51,296,19846,4,0,0,15866,19280,4,4.5,4,4,4,4.5,4,FALSE,10,5,5,0,0.03,90,67,50
614923,"https://www.airbnb.com/rooms/614923",20240503175201,19846,"city scrape","Bambou Room right in the Lavaux !","https://a0.muscache.com/pictures/8215886/7c5d3d7b_original.jpg",2924373,"https://www.airbnb.com/users/show/2924373","Danièle",15534,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/408c33b3-c374-48c5-a2fc-db40179c5c20.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/408c33b3-c374-48c5-a2fc-db40179c5c20.jpg?aki_policy=profile_x_medium",10,14,TRUE,TRUE,"Bourg-en-Lavaux",46.49822,6.72634,"Private room in villa","Private room",1,"1 private bath",1,30,1125,30,30,1125,1125,30,1125,TRUE,1,31,61,61,19846,1,0,0,16922,16922,5,4,4,5,5,4,4,FALSE,10,5,5,0,0.01,90,67,80
630291,"https://www.airbnb.com/rooms/630291",20240503175201,19846,"city scrape","White Double room in Cully Village","https://a0.muscache.com/pictures/9ce70f44-23b2-4dff-a76a-28ab35cc45d0.jpg",2998131,"https://www.airbnb.com/users/show/2998131","Claire",15541,"within an hour",TRUE,"https://a0.muscache.com/im/users/2998131/profile_pic/1343810669/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2998131/profile_pic/1343810669/original.jpg?aki_policy=profile_x_medium",2,6,TRUE,TRUE,"Bourg-en-Lavaux",46.48974,6.73006,"Private room in bed and breakfast","Private room",5,"1 shared bath",2,1,1125,1,1,1125,1125,1,1125,TRUE,28,58,88,362,19846,224,21,2,15810,19826,4.87,4.83,4.84,4.94,4.93,4.92,4.62,FALSE,2,0,2,0,1.66,100,89,90
806451,"https://www.airbnb.com/rooms/806451",20240503175201,19846,"city scrape","Sunset on the Leman Lake - Montreux","https://a0.muscache.com/pictures/40609377/096ec1b7_original.jpg",6842190,"https://www.airbnb.com/users/show/6842190","Anne",15866,"within an hour",FALSE,"https://a0.muscache.com/im/users/6842190/profile_pic/1401546176/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6842190/profile_pic/1401546176/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Montreux",46.4279,6.92836,"Private room in home","Private room",2,"1 private bath",1,2,10,2,2,10,10,2,10,TRUE,17,47,70,212,19846,204,9,0,15846,19575,4.85,4.88,4.88,4.9,4.9,4.82,4.77,FALSE,1,0,1,0,1.53,100,100,170
932282,"https://www.airbnb.com/rooms/932282",20240503175201,19846,"city scrape","A3/C2 Coeur de Ville, Magnifique chambre","https://a0.muscache.com/pictures/20770060/bc62d72e_original.jpg",2193547,"https://www.airbnb.com/users/show/2193547","Inès",15452,"within a few hours",FALSE,"https://a0.muscache.com/im/users/2193547/profile_pic/1335082577/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2193547/profile_pic/1335082577/original.jpg?aki_policy=profile_x_medium",18,27,TRUE,TRUE,"Lausanne",46.5307,6.63133,"Private room in rental unit","Private room",1,"1 shared bath",1,1,1125,1,1,1125,1125,1,1125,TRUE,24,54,84,359,19846,61,1,0,15808,19698,4.37,4.41,4.51,4.81,4.65,4.25,4.25,FALSE,17,1,16,0,0.45,100,63,50
966106,"https://www.airbnb.com/rooms/966106",20240503175201,19846,"city scrape","Modern apartment in the mountains with sauna","https://a0.muscache.com/pictures/miso/Hosting-966106/original/62242a75-4cea-4f1a-97e9-6e97febb6999.jpeg",5269002,"https://www.airbnb.com/users/show/5269002","Jillian And David",15764,"within an hour",FALSE,"https://a0.muscache.com/im/users/5269002/profile_pic/1415335583/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/5269002/profile_pic/1415335583/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Saint-Cergue",46.452618,6.160311,"Entire rental unit","Entire home/apt",4,"1 bath",2,2,1125,2,2,1125,1125,2,1125,TRUE,24,54,78,329,19846,66,1,0,16027,19552,4.95,4.94,4.94,4.95,4.98,4.89,4.8,FALSE,1,1,0,0,0.52,100,100,32.5
1040903,"https://www.airbnb.com/rooms/1040903",20240503175201,19846,"city scrape","Face to the lake and the Alps!","https://a0.muscache.com/pictures/19434596/e26853cc_original.jpg",5730954,"https://www.airbnb.com/users/show/5730954","Odile Et Finn",15797,"within an hour",TRUE,"https://a0.muscache.com/im/users/5730954/profile_pic/1364905588/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/5730954/profile_pic/1364905588/original.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Morges",46.51984,6.49471,"Private room in home","Private room",2,"1 shared bath",2,4,1125,4,4,1125,1125,4,1125,TRUE,0,0,0,1,19846,55,1,0,15854,19538,4.65,4.55,4.76,4.78,4.85,4.56,4.59,FALSE,2,0,2,0,0.41,100,77,49
1117582,"https://www.airbnb.com/rooms/1117582",20240503175201,19846,"city scrape","View Magnifique Lac Léman - Chardonne","https://a0.muscache.com/pictures/158a472a-0648-43a3-b408-9c97c5ae8422.jpg",6134211,"https://www.airbnb.com/users/show/6134211","Gavin & Jenny",15823,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/2c98e0c7-3fb0-4cd4-8ff0-baa7512daceb.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2c98e0c7-3fb0-4cd4-8ff0-baa7512daceb.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Chardonne",46.47686,6.82629,"Entire rental unit","Entire home/apt",4,"2 baths",3,2,30,2,2,30,30,2,30,TRUE,29,55,68,310,19846,58,0,0,15845,19255,4.95,4.89,4.98,4.95,4.96,4.91,4.68,FALSE,1,1,0,0,0.43,100,40,97.5
1127066,"https://www.airbnb.com/rooms/1127066",20240503175201,19846,"city scrape","Historical Chalet Gryon-Les Plans","https://a0.muscache.com/pictures/17075790/9f34e2bf_original.jpg",6183257,"https://www.airbnb.com/users/show/6183257","Olivier Nicolas",15826,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/b0896a00-51dd-4a60-b847-f24ce59771cc.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b0896a00-51dd-4a60-b847-f24ce59771cc.jpg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Bex",46.25605,7.096,"Entire chalet","Entire home/apt",8,"2.5 baths",4,2,30,2,2,30,30,2,30,TRUE,11,29,42,310,19846,104,18,2,16090,19839,4.88,4.88,4.85,4.93,4.96,4.91,4.82,FALSE,1,1,0,0,0.83,100,99,14.25
1134905,"https://www.airbnb.com/rooms/1134905",20240503175201,19846,"city scrape","Loft en milieu rural à Eclagnens","https://a0.muscache.com/pictures/dcc0d266-5f2d-475e-ba78-531c3cd25db9.jpg",6225721,"https://www.airbnb.com/users/show/6225721","Jean-Daniel",15829,"within an hour",FALSE,"https://a0.muscache.com/im/users/6225721/profile_pic/1367694717/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6225721/profile_pic/1367694717/original.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Oulens-sous-Echallens",46.64991,6.58682,"Entire loft","Entire home/apt",2,"1 bath",1,4,30,4,4,30,30,4,30,TRUE,29,59,89,364,19846,23,0,0,15921,18889,4.82,4.91,4.83,5,4.96,4.65,4.7,FALSE,2,2,0,0,0.18,100,33,62.5
1140136,"https://www.airbnb.com/rooms/1140136",20240503175201,19846,"city scrape","La Chambre #11","https://a0.muscache.com/pictures/b15cc990-f09c-43ad-8661-a0e6bc276900.jpg",261907,"https://www.airbnb.com/users/show/261907","Marie-France",14896,"within an hour",FALSE,"https://a0.muscache.com/im/users/261907/profile_pic/1391611672/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/261907/profile_pic/1391611672/original.jpg?aki_policy=profile_x_medium",2,7,TRUE,TRUE,"Préverenges",46.51584,6.51528,"Private room in guesthouse","Private room",2,"1 private bath",1,1,365,1,3,365,1125,1.2,629.4,TRUE,18,44,44,44,19846,29,9,3,16221,19841,4.83,4.9,4.97,4.9,4.93,4.86,4.59,TRUE,2,1,1,0,0.24,100,100,161
10325287,"https://www.airbnb.com/rooms/10325287",20240503175201,19846,"city scrape","Aux 4 saisons (chambre)","https://a0.muscache.com/pictures/f0a47c6a-b1cd-48c8-903f-ec19d3792054.jpg",42768703,"https://www.airbnb.com/users/show/42768703","Claire-Lise",16675,"within a day",FALSE,"https://a0.muscache.com/im/users/42768703/profile_pic/1440776380/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/42768703/profile_pic/1440776380/original.jpg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Saint-Prex",46.48275,6.44422,"Private room in home","Private room",6,"1 shared bath",3,1,1125,1,1,1125,1125,1,1125,TRUE,0,1,31,306,19846,53,0,0,16967,19104,4.96,4.98,5,5,4.92,4.87,4.92,FALSE,2,1,1,0,0.55,75,0,60
10397295,"https://www.airbnb.com/rooms/10397295",20240503175201,19846,"city scrape","Charming 3-room apartment, views of Lake Geneva","https://a0.muscache.com/pictures/miso/Hosting-10397295/original/178ab05c-c6f3-4c3d-a7bd-a0542015539d.jpeg",53533463,"https://www.airbnb.com/users/show/53533463","Arndt",16806,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/472a0e87-34d5-429f-b2dd-3dc073f6fdf0.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/472a0e87-34d5-429f-b2dd-3dc073f6fdf0.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Lausanne",46.53381,6.61832,"Entire rental unit","Entire home/apt",2,"1 bath",2,4,1125,4,4,1125,1125,4,1125,TRUE,0,1,31,262,19846,37,3,0,16872,19758,4.95,4.97,4.97,4.97,5,4.81,4.86,FALSE,1,1,0,0,0.37,100,100,92.5
10547188,"https://www.airbnb.com/rooms/10547188",20240503175201,19846,"city scrape","Swiss Apartment by Lake Geneva","https://a0.muscache.com/pictures/276a758b-929a-4e47-a1d9-731d3afdd0a1.jpg",54392353,"https://www.airbnb.com/users/show/54392353","Pascal",16812,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/1aa94bfb-351e-4a80-a8fb-f628ac114a3a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1aa94bfb-351e-4a80-a8fb-f628ac114a3a.jpg?aki_policy=profile_x_medium",4,6,TRUE,TRUE,"La Tour-de-Peilz",46.45275,6.86211,"Entire condo","Entire home/apt",4,"1 bath",1,7,1125,7,7,1125,1125,7,1125,TRUE,26,56,59,194,19846,22,2,0,16999,19726,4.73,4.77,4.27,4.68,4.64,4.86,4.36,FALSE,1,1,0,0,0.23,100,100,31.75
10592843,"https://www.airbnb.com/rooms/10592843",20240503175201,19846,"city scrape","Duplex design de 90m2 avec place de parc privée","https://a0.muscache.com/pictures/miso/Hosting-10592843/original/ce889707-72c7-470c-9391-3f803ed3efb4.jpeg",24255695,"https://www.airbnb.com/users/show/24255695","Line",16402,"within a day",TRUE,"https://a0.muscache.com/im/pictures/user/User-24255695/original/a7a28d7c-9c72-4721-b526-2d6833b7aa50.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-24255695/original/a7a28d7c-9c72-4721-b526-2d6833b7aa50.jpeg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Lausanne",46.53891,6.66492,"Entire rental unit","Entire home/apt",6,"1.5 baths",5,1,30,1,1,30,30,1,30,TRUE,2,3,17,17,19846,54,15,0,16831,19799,4.78,4.78,4.8,4.77,4.87,4.3,4.65,FALSE,2,1,1,0,0.54,100,53,16.6666666666667
10662498,"https://www.airbnb.com/rooms/10662498",20240503175201,19846,"city scrape","Chalet Nordland, vue sur les Alpes.","https://a0.muscache.com/pictures/227e8c69-b8b7-4a85-8cbb-fd4ee5889b13.jpg",55077221,"https://www.airbnb.com/users/show/55077221","Cruchaud",16818,"within a few hours",TRUE,"https://a0.muscache.com/im/pictures/user/0125eadc-9fa1-4ca4-893a-8ff2075b5bb7.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/0125eadc-9fa1-4ca4-893a-8ff2075b5bb7.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Bullet",46.827965,6.538467,"Entire rental unit","Entire home/apt",4,"1 bath",0,2,1125,2,2,1125,1125,2,1125,TRUE,17,42,62,337,19846,31,6,0,17274,19768,5,4.9,4.87,4.9,4.94,4.9,4.9,FALSE,1,1,0,0,0.36,100,75,32.25
10671372,"https://www.airbnb.com/rooms/10671372",20240503175201,19846,"city scrape","Authentique chalet avec vue cinématographique","https://a0.muscache.com/pictures/73104b1e-c94d-4486-9608-08fd7f581758.jpg",7671907,"https://www.airbnb.com/users/show/7671907","Nicolas",15909,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/9363ecc6-ad66-49e1-b2b0-fae4bfbe0f00.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/9363ecc6-ad66-49e1-b2b0-fae4bfbe0f00.jpg?aki_policy=profile_x_medium",1,3,TRUE,TRUE,"Ormont-Dessus",46.36033,7.11914,"Entire chalet","Entire home/apt",12,"2 baths",9,7,357,7,7,357,357,7,357,TRUE,29,59,79,101,19846,41,5,0,17761,19785,4.56,4.49,4.49,4.71,4.76,4.71,4.05,FALSE,1,1,0,0,0.59,100,100,35.8333333333333
10703071,"https://www.airbnb.com/rooms/10703071",20240503175201,19846,"city scrape","Studio near  BIOPOLE, EHL, CHUV, M2 Croisettes","https://a0.muscache.com/pictures/4b445dd7-996f-473f-84cc-e7345bef8896.jpg",50163450,"https://www.airbnb.com/users/show/50163450","Arlette Et Philippe",16769,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/1ff3ccc5-8cdf-48a1-b4af-2eead2681b53.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1ff3ccc5-8cdf-48a1-b4af-2eead2681b53.jpg?aki_policy=profile_x_medium",5,5,TRUE,TRUE,"Epalinges",46.54555,6.65877,"Entire rental unit","Entire home/apt",3,"1 bath",1,4,30,4,4,1125,1125,4,1125,TRUE,13,30,48,310,19846,183,16,1,17003,19839,4.8,4.8,4.88,4.91,4.91,4.7,4.74,FALSE,5,2,3,0,1.93,100,94,25
10801727,"https://www.airbnb.com/rooms/10801727",20240503175201,19846,"city scrape","Dans villa individuelle, calme, vue","https://a0.muscache.com/pictures/a82c811c-773c-45cd-84fa-2671efda489c.jpg",55910386,"https://www.airbnb.com/users/show/55910386","Jean-Luc",16824,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/0a814013-b7cb-4604-9f35-2bf0a22042db.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/0a814013-b7cb-4604-9f35-2bf0a22042db.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Vully-les-Lacs",46.90483,6.99065,"Entire rental unit","Entire home/apt",6,"1 bath",3,1,1125,1,1,1125,1125,1,1125,TRUE,0,29,30,271,19846,351,28,0,16859,19727,4.8,4.85,4.85,4.89,4.91,4.7,4.72,FALSE,2,2,0,0,3.52,100,100,17.3333333333333
10856674,"https://www.airbnb.com/rooms/10856674",20240503175201,19847,"city scrape","Chez Maya","https://a0.muscache.com/pictures/hosting/Hosting-10856674/original/d6d7189e-16a5-4415-9f73-f4c18d730614.jpeg",55944438,"https://www.airbnb.com/users/show/55944438","Maya",16824,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/927209db-572e-469b-bfce-b1f8b593c236.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/927209db-572e-469b-bfce-b1f8b593c236.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Blonay",46.4703685136048,6.89380388706923,"Entire condo","Entire home/apt",5,"1 bath",3,1,365,1,1,365,365,1,365,TRUE,11,38,57,323,19847,4,4,0,19754,19809,5,5,5,5,5,4.75,5,FALSE,1,1,0,0,1.28,100,82,16.4
10939172,"https://www.airbnb.com/rooms/10939172",20240503175201,19847,"city scrape","Luxury house for La Fête des Vignerons","https://a0.muscache.com/pictures/0d79cc83-b44d-451b-9941-a8f9666f90ab.jpg",56716952,"https://www.airbnb.com/users/show/56716952","Fabrice",16830,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/User-56716952/original/46cd2139-2090-4764-8f68-79f7267f4ffd.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-56716952/original/46cd2139-2090-4764-8f68-79f7267f4ffd.jpeg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Montreux",46.45327,6.89062,"Entire villa","Entire home/apt",8,"3.5 baths",7,5,30,5,5,30,30,5,30,TRUE,0,0,15,169,19847,4,1,0,18116,19555,5,5,4.75,5,5,4.75,4.75,FALSE,1,1,0,0,0.07,100,100,106.25
